id,label
467,cat
468,bird
469,cat
470,automobile
471,cat
472,truck
473,dog
474,frog
475,automobile
476,horse
477,horse
478,ship
479,dog
480,bird
481,cat
482,dog
483,automobile
484,bird
485,automobile
486,ship
487,truck
488,automobile
489,deer
490,horse
491,deer
492,dog
493,dog
494,bird
495,truck
496,bird
497,truck
498,deer
499,dog
500,automobile
501,dog
502,cat
503,cat
504,dog
505,horse
506,deer
507,truck
508,cat
509,airplane
510,deer
511,dog
512,deer
513,airplane
514,frog
515,deer
516,airplane
517,deer
518,deer
519,cat
520,truck
521,bird
522,bird
523,horse
524,cat
525,airplane
526,frog
527,horse
528,truck
529,bird
530,horse
531,dog
532,bird
533,frog
534,bird
535,automobile
536,ship
537,ship
538,truck
539,truck
540,horse
541,frog
542,dog
543,frog
544,cat
545,dog
546,airplane
547,truck
548,automobile
549,horse
550,bird
551,ship
552,frog
553,bird
554,cat
555,deer
556,airplane
557,frog
558,bird
559,truck
560,truck
561,horse
562,truck
563,horse
564,airplane
565,automobile
566,airplane
567,automobile
568,cat
569,automobile
570,bird
571,deer
572,horse
573,truck
574,automobile
575,frog
576,horse
577,automobile
578,ship
579,dog
580,automobile
581,cat
582,frog
583,dog
584,automobile
585,frog
586,horse
587,dog
588,bird
589,horse
590,cat
591,deer
592,frog
593,truck
594,bird
595,deer
596,horse
597,frog
598,truck
599,automobile
600,automobile
601,airplane
602,automobile
603,deer
604,airplane
605,deer
606,ship
607,frog
608,ship
609,deer
610,deer
611,bird
612,truck
613,automobile
614,truck
615,airplane
616,deer
617,truck
618,deer
619,ship
620,ship
621,airplane
622,frog
623,deer
624,deer
625,horse
626,ship
627,dog
628,automobile
629,dog
630,horse
631,cat
632,dog
633,dog
634,frog
635,ship
636,bird
637,frog
638,frog
639,bird
640,truck
641,frog
642,automobile
643,horse
644,bird
645,deer
646,cat
647,bird
648,ship
649,ship
650,ship
651,ship
652,airplane
653,dog
654,bird
655,automobile
656,airplane
657,horse
658,truck
659,ship
660,airplane
661,dog
662,dog
663,bird
664,bird
665,horse
666,airplane
667,frog
668,deer
669,horse
670,frog
671,truck
672,truck
673,truck
674,bird
675,automobile
676,bird
677,automobile
678,dog
679,airplane
680,ship
681,bird
682,horse
683,deer
684,deer
685,automobile
686,frog
687,automobile
688,deer
689,deer
690,frog
691,cat
692,bird
693,frog
694,deer
695,bird
696,truck
697,automobile
698,dog
699,horse
700,cat
701,deer
702,deer
703,deer
704,automobile
705,dog
706,ship
707,truck
708,horse
709,deer
710,horse
711,dog
712,deer
713,bird
714,automobile
715,truck
716,airplane
717,ship
718,ship
719,dog
720,frog
721,deer
722,horse
723,deer
724,horse
725,horse
726,cat
727,ship
728,dog
729,horse
730,frog
731,dog
732,truck
733,ship
734,truck
735,truck
736,automobile
737,airplane
738,bird
739,frog
740,cat
741,frog
742,dog
743,ship
744,dog
745,deer
746,horse
747,horse
748,bird
749,frog
750,frog
751,frog
752,dog
753,frog
754,truck
755,truck
756,deer
757,dog
758,horse
759,frog
760,ship
761,bird
762,cat
763,airplane
764,deer
765,frog
766,truck
767,deer
768,truck
769,automobile
770,frog
771,ship
772,dog
773,frog
774,frog
775,ship
776,ship
777,ship
778,frog
779,ship
780,automobile
781,truck
782,deer
783,airplane
784,ship
785,deer
786,deer
787,automobile
788,ship
789,airplane
790,dog
791,airplane
792,truck
793,frog
794,frog
795,airplane
796,frog
797,truck
798,truck
799,frog
800,airplane
801,bird
802,truck
803,airplane
804,deer
805,bird
806,frog
807,ship
808,horse
809,ship
810,automobile
811,frog
812,deer
813,truck
814,dog
815,ship
816,frog
817,horse
818,airplane
819,airplane
820,deer
821,truck
822,bird
823,frog
824,truck
825,automobile
826,frog
827,airplane
828,dog
829,truck
830,ship
831,dog
832,truck
833,horse
834,airplane
835,cat
836,frog
837,airplane
838,bird
839,ship
840,truck
841,automobile
842,truck
843,horse
844,truck
845,airplane
846,deer
847,bird
848,truck
849,bird
850,deer
851,horse
852,bird
853,ship
854,cat
855,bird
856,automobile
857,frog
858,deer
859,automobile
860,truck
861,horse
862,frog
863,frog
864,bird
865,truck
866,automobile
867,deer
868,ship
869,deer
870,dog
871,truck
872,ship
873,horse
874,horse
875,bird
876,automobile
877,automobile
878,frog
879,ship
880,truck
881,deer
882,horse
883,horse
884,dog
885,cat
886,bird
887,dog
888,horse
889,frog
890,ship
891,airplane
892,dog
893,airplane
894,deer
895,frog
896,cat
897,horse
898,ship
899,automobile
900,frog
901,deer
902,cat
903,dog
904,airplane
905,automobile
906,bird
907,ship
908,dog
909,frog
910,automobile
911,cat
912,ship
913,dog
914,cat
915,cat
916,bird
917,ship
918,frog
919,airplane
920,truck
921,cat
922,truck
923,automobile
924,ship
925,frog
926,dog
927,airplane
928,bird
929,horse
930,horse
931,cat
932,horse
933,cat
934,horse
935,airplane
936,ship
937,ship
938,bird
939,deer
940,deer
941,horse
942,dog
943,truck
944,frog
945,horse
946,automobile
947,cat
948,dog
949,cat
950,horse
951,bird
952,cat
953,horse
954,ship
955,truck
956,airplane
957,deer
958,frog
959,truck
960,dog
961,truck
962,horse
963,dog
964,frog
965,frog
966,ship
967,bird
968,automobile
969,bird
970,cat
971,frog
972,automobile
973,bird
974,ship
975,truck
976,frog
977,automobile
978,frog
979,automobile
980,dog
981,dog
982,airplane
983,dog
984,truck
985,ship
986,dog
987,cat
988,automobile
989,frog
990,bird
991,frog
992,dog
993,truck
994,ship
995,horse
996,truck
997,dog
998,cat
999,horse
1000,bird
1001,ship
1002,cat
1003,automobile
1004,truck
1005,bird
1006,dog
1007,cat
1008,ship
1009,frog
1010,dog
1011,horse
1012,ship
1013,deer
1014,bird
1015,ship
1016,airplane
1017,cat
1018,horse
1019,airplane
1020,ship
1021,bird
1022,dog
1023,cat
1024,truck
1025,bird
1026,automobile
1027,horse
1028,ship
1029,ship
1030,dog
1031,ship
1032,horse
1033,ship
1034,horse
1035,frog
1036,deer
1037,cat
1038,ship
1039,automobile
1040,horse
1041,airplane
1042,bird
1043,frog
1044,ship
1045,deer
1046,airplane
1047,deer
1048,truck
1049,deer
1050,frog
1051,automobile
1052,frog
1053,bird
1054,airplane
1055,horse
1056,cat
1057,deer
1058,cat
1059,truck
1060,airplane
1061,deer
1062,airplane
1063,dog
1064,horse
1065,cat
1066,frog
1067,horse
1068,ship
1069,dog
1070,truck
1071,dog
1072,truck
1073,bird
1074,dog
1075,frog
1076,deer
1077,cat
1078,automobile
1079,truck
1080,cat
1081,cat
1082,bird
1083,cat
1084,dog
1085,cat
1086,airplane
1087,horse
1088,bird
1089,frog
1090,truck
1091,ship
1092,frog
1093,deer
1094,frog
1095,dog
1096,dog
1097,horse
1098,horse
1099,automobile
1100,ship
1101,ship
1102,truck
1103,horse
1104,automobile
1105,frog
1106,bird
1107,automobile
1108,airplane
1109,dog
1110,cat
1111,ship
1112,dog
1113,airplane
1114,airplane
1115,bird
1116,airplane
1117,horse
1118,deer
1119,deer
1120,ship
1121,cat
1122,frog
1123,automobile
1124,frog
1125,bird
1126,frog
1127,automobile
1128,dog
1129,dog
1130,cat
1131,truck
1132,deer
1133,deer
1134,frog
1135,automobile
1136,airplane
1137,automobile
1138,ship
1139,ship
1140,automobile
1141,bird
1142,ship
1143,dog
1144,frog
1145,airplane
1146,horse
1147,ship
1148,airplane
1149,cat
1150,deer
1151,ship
1152,ship
1153,deer
1154,horse
1155,cat
1156,frog
1157,frog
1158,horse
1159,ship
1160,dog
1161,horse
1162,automobile
1163,ship
1164,deer
1165,dog
1166,truck
1167,horse
1168,horse
1169,bird
1170,frog
1171,truck
1172,horse
1173,automobile
1174,deer
1175,ship
1176,airplane
1177,automobile
1178,truck
1179,bird
1180,frog
1181,truck
1182,frog
1183,ship
1184,horse
1185,deer
1186,truck
1187,dog
1188,frog
1189,truck
1190,truck
1191,frog
1192,airplane
1193,frog
1194,automobile
1195,truck
1196,airplane
1197,ship
1198,cat
1199,automobile
1200,automobile
1201,dog
1202,bird
1203,dog
1204,cat
1205,cat
1206,automobile
1207,automobile
1208,frog
1209,dog
1210,ship
1211,horse
1212,ship
1213,automobile
1214,deer
1215,cat
1216,bird
1217,dog
1218,deer
1219,automobile
1220,cat
1221,truck
1222,dog
1223,ship
1224,airplane
1225,truck
1226,cat
1227,truck
1228,horse
1229,cat
1230,cat
1231,dog
1232,bird
1233,truck
1234,bird
1235,bird
1236,bird
1237,automobile
1238,automobile
1239,dog
1240,automobile
1241,deer
1242,bird
1243,truck
1244,bird
1245,bird
1246,dog
1247,deer
1248,ship
1249,ship
1250,deer
1251,dog
1252,frog
1253,deer
1254,bird
1255,deer
1256,frog
1257,frog
1258,deer
1259,automobile
1260,ship
1261,bird
1262,dog
1263,frog
1264,deer
1265,dog
1266,horse
1267,dog
1268,automobile
1269,truck
1270,horse
1271,frog
1272,ship
1273,frog
1274,cat
1275,dog
1276,deer
1277,airplane
1278,truck
1279,automobile
1280,truck
1281,automobile
1282,horse
1283,horse
1284,airplane
1285,cat
1286,dog
1287,airplane
1288,cat
1289,bird
1290,bird
1291,dog
1292,ship
1293,bird
1294,bird
1295,cat
1296,bird
1297,ship
1298,truck
1299,bird
1300,cat
1301,horse
1302,truck
1303,airplane
1304,automobile
1305,automobile
1306,frog
1307,frog
1308,bird
1309,ship
1310,dog
1311,frog
1312,frog
1313,ship
1314,ship
1315,ship
1316,cat
1317,frog
1318,horse
1319,deer
1320,frog
1321,bird
1322,frog
1323,truck
1324,airplane
1325,cat
1326,bird
1327,truck
1328,airplane
1329,cat
1330,automobile
1331,deer
1332,truck
1333,deer
1334,dog
1335,deer
1336,frog
1337,cat
1338,airplane
1339,deer
1340,frog
1341,deer
1342,frog
1343,airplane
1344,frog
1345,truck
1346,automobile
1347,dog
1348,horse
1349,cat
1350,horse
1351,truck
1352,cat
1353,horse
1354,cat
1355,truck
1356,truck
1357,automobile
1358,automobile
1359,automobile
1360,horse
1361,dog
1362,airplane
1363,airplane
1364,horse
1365,bird
1366,airplane
1367,ship
1368,horse
1369,frog
1370,horse
1371,dog
1372,ship
1373,horse
1374,deer
1375,truck
1376,automobile
1377,frog
1378,dog
1379,frog
1380,airplane
1381,ship
1382,deer
1383,horse
1384,deer
1385,frog
1386,airplane
1387,ship
1388,frog
1389,bird
1390,truck
1391,horse
1392,ship
1393,dog
1394,airplane
1395,ship
1396,truck
1397,horse
1398,deer
1399,dog
1400,horse
1401,truck
1402,cat
1403,cat
1404,frog
1405,bird
1406,automobile
1407,frog
1408,automobile
1409,airplane
1410,bird
1411,cat
1412,horse
1413,ship
1414,cat
1415,deer
1416,horse
1417,deer
1418,frog
1419,airplane
1420,airplane
1421,automobile
1422,dog
1423,frog
1424,cat
1425,cat
1426,truck
1427,automobile
1428,dog
1429,frog
1430,horse
1431,ship
1432,dog
1433,dog
1434,airplane
1435,ship
1436,dog
1437,cat
1438,truck
1439,airplane
1440,dog
1441,frog
1442,ship
1443,cat
1444,ship
1445,airplane
1446,deer
1447,frog
1448,automobile
1449,ship
1450,bird
1451,bird
1452,deer
1453,ship
1454,horse
1455,horse
1456,horse
1457,frog
1458,airplane
1459,bird
1460,deer
1461,automobile
1462,airplane
1463,automobile
1464,ship
1465,deer
1466,cat
1467,deer
1468,frog
1469,frog
1470,dog
1471,dog
1472,dog
1473,frog
1474,ship
1475,frog
1476,bird
1477,ship
1478,bird
1479,ship
1480,airplane
1481,bird
1482,cat
1483,dog
1484,horse
1485,automobile
1486,ship
1487,bird
1488,ship
1489,dog
1490,deer
1491,bird
1492,frog
1493,dog
1494,cat
1495,frog
1496,bird
1497,deer
1498,truck
1499,automobile
1500,automobile
1501,bird
1502,deer
1503,cat
1504,ship
1505,ship
1506,airplane
1507,automobile
1508,horse
1509,dog
1510,cat
1511,deer
1512,cat
1513,airplane
1514,automobile
1515,cat
1516,deer
1517,cat
1518,horse
1519,truck
1520,automobile
1521,deer
1522,bird
1523,airplane
1524,horse
1525,dog
1526,deer
1527,bird
1528,bird
1529,cat
1530,bird
1531,deer
1532,dog
1533,frog
1534,cat
1535,cat
1536,dog
1537,truck
1538,ship
1539,frog
1540,ship
1541,frog
1542,bird
1543,ship
1544,cat
1545,frog
1546,dog
1547,automobile
1548,airplane
1549,horse
1550,frog
1551,ship
1552,ship
1553,airplane
1554,airplane
1555,dog
1556,horse
1557,horse
1558,dog
1559,truck
1560,bird
1561,bird
1562,horse
1563,bird
1564,frog
1565,dog
1566,deer
1567,bird
1568,deer
1569,ship
1570,cat
1571,cat
1572,deer
1573,deer
1574,truck
1575,bird
1576,airplane
1577,frog
1578,deer
1579,truck
1580,airplane
1581,truck
1582,ship
1583,horse
1584,bird
1585,bird
1586,airplane
1587,deer
1588,automobile
1589,bird
1590,cat
1591,cat
1592,airplane
1593,airplane
1594,horse
1595,cat
1596,dog
1597,frog
1598,automobile
1599,truck
1600,dog
1601,horse
1602,frog
1603,airplane
1604,bird
1605,cat
1606,dog
1607,bird
1608,bird
1609,frog
1610,automobile
1611,ship
1612,frog
1613,airplane
1614,ship
1615,ship
1616,deer
1617,ship
1618,deer
1619,airplane
1620,dog
1621,dog
1622,frog
1623,truck
1624,ship
1625,airplane
1626,ship
1627,frog
1628,dog
1629,automobile
1630,deer
1631,airplane
1632,airplane
1633,bird
1634,automobile
1635,cat
1636,ship
1637,airplane
1638,cat
1639,truck
1640,horse
1641,horse
1642,deer
1643,automobile
1644,deer
1645,horse
1646,truck
1647,truck
1648,deer
1649,automobile
1650,bird
1651,truck
1652,cat
1653,cat
1654,truck
1655,airplane
1656,truck
1657,ship
1658,automobile
1659,cat
1660,horse
1661,horse
1662,horse
1663,deer
1664,truck
1665,dog
1666,dog
1667,horse
1668,ship
1669,dog
1670,ship
1671,bird
1672,horse
1673,airplane
1674,automobile
1675,ship
1676,horse
1677,frog
1678,ship
1679,automobile
1680,airplane
1681,bird
1682,frog
1683,cat
1684,dog
1685,truck
1686,bird
1687,truck
1688,truck
1689,airplane
1690,dog
1691,horse
1692,airplane
1693,automobile
1694,horse
1695,frog
1696,truck
1697,cat
1698,truck
1699,ship
1700,dog
1701,airplane
1702,bird
1703,deer
1704,airplane
1705,truck
1706,airplane
1707,ship
1708,cat
1709,deer
1710,ship
1711,horse
1712,cat
1713,truck
1714,ship
1715,horse
1716,dog
1717,automobile
1718,automobile
1719,horse
1720,dog
1721,frog
1722,cat
1723,truck
1724,bird
1725,airplane
1726,horse
1727,dog
1728,cat
1729,dog
1730,automobile
1731,automobile
1732,ship
1733,bird
1734,dog
1735,ship
1736,bird
1737,ship
1738,airplane
1739,ship
1740,airplane
1741,automobile
1742,cat
1743,frog
1744,airplane
1745,cat
1746,deer
1747,horse
1748,cat
1749,bird
1750,airplane
1751,ship
1752,truck
1753,horse
1754,horse
1755,truck
1756,airplane
1757,cat
1758,ship
1759,bird
1760,frog
1761,bird
1762,dog
1763,airplane
1764,ship
1765,frog
1766,cat
1767,dog
1768,ship
1769,deer
1770,airplane
1771,bird
1772,frog
1773,bird
1774,truck
1775,truck
1776,frog
1777,truck
1778,deer
1779,deer
1780,dog
1781,truck
1782,truck
1783,horse
1784,bird
1785,dog
1786,automobile
1787,ship
1788,truck
1789,deer
1790,frog
1791,frog
1792,horse
1793,cat
1794,automobile
1795,bird
1796,automobile
1797,horse
1798,deer
1799,cat
1800,bird
1801,bird
1802,airplane
1803,deer
1804,frog
1805,cat
1806,horse
1807,airplane
1808,truck
1809,cat
1810,deer
1811,deer
1812,frog
1813,bird
1814,deer
1815,cat
1816,horse
1817,cat
1818,bird
1819,dog
1820,dog
1821,ship
1822,ship
1823,deer
1824,deer
1825,dog
1826,deer
1827,automobile
1828,automobile
1829,airplane
1830,truck
1831,airplane
1832,bird
1833,automobile
1834,deer
1835,frog
1836,dog
1837,bird
1838,bird
1839,airplane
1840,automobile
1841,cat
1842,dog
1843,airplane
1844,truck
1845,deer
1846,frog
1847,dog
1848,truck
1849,bird
1850,frog
1851,deer
1852,truck
1853,dog
1854,ship
1855,dog
1856,dog
1857,horse
1858,automobile
1859,automobile
1860,horse
1861,truck
1862,cat
1863,ship
1864,airplane
1865,automobile
1866,automobile
1867,deer
1868,frog
1869,cat
1870,bird
1871,automobile
1872,airplane
1873,airplane
1874,bird
1875,horse
1876,airplane
1877,cat
1878,truck
1879,bird
1880,cat
1881,airplane
1882,cat
1883,deer
1884,deer
1885,frog
1886,deer
1887,bird
1888,ship
1889,airplane
1890,horse
1891,deer
1892,deer
1893,automobile
1894,cat
1895,bird
1896,horse
1897,airplane
1898,airplane
1899,cat
1900,automobile
1901,bird
1902,airplane
1903,dog
1904,automobile
1905,frog
1906,automobile
1907,airplane
1908,automobile
1909,cat
1910,airplane
1911,dog
1912,frog
1913,frog
1914,automobile
1915,frog
1916,dog
1917,ship
1918,horse
1919,deer
1920,deer
1921,frog
1922,airplane
1923,cat
1924,deer
1925,truck
1926,ship
1927,dog
1928,automobile
1929,horse
1930,truck
1931,bird
1932,frog
1933,bird
1934,airplane
1935,airplane
1936,airplane
1937,ship
1938,frog
1939,dog
1940,airplane
1941,horse
1942,deer
1943,airplane
1944,ship
1945,airplane
1946,horse
1947,deer
1948,frog
1949,airplane
1950,deer
1951,frog
1952,frog
1953,automobile
1954,horse
1955,truck
1956,automobile
1957,dog
1958,cat
1959,truck
1960,frog
1961,cat
1962,cat
1963,ship
1964,airplane
1965,truck
1966,automobile
1967,bird
1968,deer
1969,deer
1970,frog
1971,frog
1972,bird
1973,dog
1974,frog
1975,ship
1976,horse
1977,cat
1978,truck
1979,frog
1980,dog
1981,airplane
1982,horse
1983,airplane
1984,dog
1985,cat
1986,automobile
1987,ship
1988,horse
1989,deer
1990,airplane
1991,frog
1992,bird
1993,automobile
1994,deer
1995,truck
1996,horse
1997,cat
1998,deer
1999,truck
2000,ship
2001,automobile
2002,truck
2003,horse
2004,deer
2005,truck
2006,frog
2007,truck
2008,cat
2009,bird
2010,bird
2011,dog
2012,cat
2013,truck
2014,cat
2015,deer
2016,cat
2017,airplane
2018,cat
2019,ship
2020,truck
2021,ship
2022,airplane
2023,ship
2024,dog
2025,truck
2026,automobile
2027,deer
2028,truck
2029,cat
2030,automobile
2031,truck
2032,ship
2033,automobile
2034,bird
2035,automobile
2036,automobile
2037,dog
2038,horse
2039,horse
2040,automobile
2041,horse
2042,airplane
2043,dog
2044,dog
2045,deer
2046,horse
2047,frog
2048,airplane
2049,cat
2050,truck
2051,horse
2052,ship
2053,deer
2054,dog
2055,horse
2056,horse
2057,cat
2058,horse
2059,cat
2060,automobile
2061,airplane
2062,cat
2063,automobile
2064,cat
2065,dog
2066,truck
2067,cat
2068,ship
2069,truck
2070,frog
2071,deer
2072,frog
2073,truck
2074,bird
2075,automobile
2076,automobile
2077,ship
2078,automobile
2079,deer
2080,dog
2081,truck
2082,horse
2083,airplane
2084,frog
2085,truck
2086,truck
2087,horse
2088,automobile
2089,airplane
2090,cat
2091,airplane
2092,horse
2093,airplane
2094,ship
2095,dog
2096,frog
2097,ship
2098,cat
2099,horse
2100,cat
2101,automobile
2102,airplane
2103,cat
2104,airplane
2105,airplane
2106,airplane
2107,dog
2108,automobile
2109,automobile
2110,truck
2111,dog
2112,frog
2113,automobile
2114,ship
2115,dog
2116,frog
2117,horse
2118,ship
2119,ship
2120,deer
2121,truck
2122,deer
2123,deer
2124,truck
2125,horse
2126,deer
2127,bird
2128,truck
2129,horse
2130,ship
2131,cat
2132,cat
2133,truck
2134,dog
2135,frog
2136,automobile
2137,horse
2138,deer
2139,dog
2140,airplane
2141,deer
2142,dog
2143,airplane
2144,deer
2145,frog
2146,cat
2147,deer
2148,automobile
2149,deer
2150,frog
2151,ship
2152,bird
2153,horse
2154,truck
2155,deer
2156,truck
2157,frog
2158,dog
2159,truck
2160,dog
2161,frog
2162,automobile
2163,airplane
2164,ship
2165,frog
2166,horse
2167,dog
2168,automobile
2169,horse
2170,horse
2171,bird
2172,cat
2173,dog
2174,truck
2175,truck
2176,ship
2177,truck
2178,automobile
2179,ship
2180,bird
2181,ship
2182,automobile
2183,dog
2184,horse
2185,deer
2186,ship
2187,truck
2188,deer
2189,horse
2190,automobile
2191,frog
2192,dog
2193,ship
2194,deer
2195,deer
2196,cat
2197,frog
2198,cat
2199,bird
2200,bird
2201,airplane
2202,automobile
2203,cat
2204,truck
2205,bird
2206,ship
2207,airplane
2208,automobile
2209,dog
2210,cat
2211,dog
2212,ship
2213,automobile
2214,airplane
2215,airplane
2216,airplane
2217,dog
2218,dog
2219,cat
2220,airplane
2221,dog
2222,frog
2223,dog
2224,bird
2225,dog
2226,automobile
2227,airplane
2228,deer
2229,cat
2230,cat
2231,bird
2232,bird
2233,horse
2234,dog
2235,cat
2236,airplane
2237,automobile
2238,automobile
2239,deer
2240,cat
2241,horse
2242,airplane
2243,airplane
2244,deer
2245,ship
2246,horse
2247,truck
2248,bird
2249,horse
2250,cat
2251,ship
2252,bird
2253,airplane
2254,truck
2255,deer
2256,automobile
2257,deer
2258,cat
2259,ship
2260,bird
2261,dog
2262,truck
2263,horse
2264,automobile
2265,airplane
2266,automobile
2267,airplane
2268,deer
2269,truck
2270,horse
2271,airplane
2272,horse
2273,bird
2274,airplane
2275,horse
2276,cat
2277,automobile
2278,truck
2279,automobile
2280,automobile
2281,horse
2282,bird
2283,frog
2284,cat
2285,horse
2286,horse
2287,deer
2288,automobile
2289,cat
2290,automobile
2291,ship
2292,dog
2293,deer
2294,bird
2295,deer
2296,truck
2297,frog
2298,airplane
2299,airplane
2300,deer
2301,horse
2302,frog
2303,truck
2304,bird
2305,deer
2306,cat
2307,truck
2308,horse
2309,bird
2310,automobile
2311,deer
2312,deer
2313,cat
2314,automobile
2315,truck
2316,bird
2317,airplane
2318,dog
2319,horse
2320,airplane
2321,horse
2322,horse
2323,horse
2324,airplane
2325,horse
2326,airplane
2327,cat
2328,truck
2329,airplane
2330,cat
2331,frog
2332,automobile
2333,bird
2334,dog
2335,dog
2336,airplane
2337,bird
2338,truck
2339,airplane
2340,truck
2341,ship
2342,ship
2343,automobile
2344,deer
2345,deer
2346,cat
2347,frog
2348,deer
2349,automobile
2350,ship
2351,dog
2352,frog
2353,bird
2354,frog
2355,airplane
2356,horse
2357,dog
2358,dog
2359,dog
2360,horse
2361,frog
2362,automobile
2363,truck
2364,truck
2365,automobile
2366,horse
2367,truck
2368,bird
2369,frog
2370,truck
2371,bird
2372,horse
2373,automobile
2374,deer
2375,airplane
2376,ship
2377,automobile
2378,airplane
2379,airplane
2380,ship
2381,airplane
2382,horse
2383,horse
2384,deer
2385,deer
2386,cat
2387,deer
2388,dog
2389,ship
2390,automobile
2391,ship
2392,ship
2393,ship
2394,bird
2395,ship
2396,frog
2397,cat
2398,airplane
2399,horse
2400,ship
2401,truck
2402,airplane
2403,deer
2404,airplane
2405,truck
2406,cat
2407,frog
2408,cat
2409,ship
2410,cat
2411,bird
2412,automobile
2413,bird
2414,ship
2415,deer
2416,dog
